Object ID,Is Public Domain,Department,AccessionYear,Object Name,Title,Culture,Artist Display Name,Artist Display Bio,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,City,Tags,Link Resource,Object Wikidata URL
8193,True,The American Wing,1986.0,Tankard,Tankard,American,John Coney,1655/56–1722,ca. 1685,1680,1690,Silver,"Overall: 6 15/16 x 8 1/2 in. (17.6 x 21.6 cm); 29 oz. 17 dwt. (928.4 g)
Base: Diam. 5 5/8 in. (14.3 cm)
Lip: Diam. 5 1/8 in. (13 cm)",Boston,Coat of Arms,http://www.metmuseum.org/art/collection/search/8193,https://www.wikidata.org/wiki/Q116335358
427834,False,Drawings and Prints,1961.0,"Prints Collection Ornament, Architecture","Title Plate with Design for a Clock, from Nouveaux Liure de Boites de Pendulles de Coqs et Etuys de Montres et Autres Necessaire au Orlogeurs",,Daniel Marot the Elder; Henri II Bonnart,"French, Paris 1661–1752 The Hague|French, Paris 1642–1711 Paris",after 1706,1706,1800,"Engraving, etching in red-brown ink","Plate: 12 3/16 × 7 7/16 in. (31 × 18.9 cm)
Sheet: 11 1/4 × 7 7/16 in. (28.5 × 18.9 cm)",Amsterdam,,http://www.metmuseum.org/art/collection/search/427834,
344365,False,Drawings and Prints,1926.0,Book,Abuze en Court and Le Doctrinal du Temps Présent,,Association Guillaume le Roy,,ca. 1926 [reproducing ca. 1484 original],1921,1931,,Overall: 11 7/16 x 9 5/16 x 5/8 in. (29 x 23.7 x 1.6 cm),Lyon,,http://www.metmuseum.org/art/collection/search/344365,
789050,True,Arms and Armor,2018.0,Flintlock Wender Pistol,Flintlock Wender Pistol,"French, Lyon",Claude Cunet,"French, active Lyon, ca. 1640–60",ca. 1650,1625,1675,"Steel, iron, wood","L. 26 1/8 in (66.4 cm); barrel L. 18 1/2 in. (47 cm), Cal. .5 in. (12 mm); Wt. 2 lb. 15 oz. (1345 g)",Lyon,,http://www.metmuseum.org/art/collection/search/789050,
432623,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","Altar with Christ in Glory above, bound in Oeuvres. Vol. III",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; undescribed state (Préaud),"Sheet: 13 3/8 × 8 1/4 in. (34 × 21 cm)
Plate: 8 3/8 × 5 7/8 in. (21.3 × 14.9 cm)",Paris,,http://www.metmuseum.org/art/collection/search/432623,
788996,True,Drawings and Prints,1917.0,Print,"Plate 22, from ""World in Miniature""",,"Thomas Rowlandson; Rudolph Ackermann, London","British, London 1757–1827 London|British, active 1794–1829",1816,1816,1816,Hand-colored etching,Sheet: 6 5/8 × 9 7/16 in. (16.9 × 24 cm),London,"Castles, Men, Women, Horses, Carriages",http://www.metmuseum.org/art/collection/search/788996,
7373,True,The American Wing,1969.0,Vegetable dish,Vegetable Dish,American,Union Porcelain Works,1863–1922,1885,1885,1885,Porcelain,2 1/8 x 9 1/4 in. (5.4 x 23.5 cm),Brooklyn,,http://www.metmuseum.org/art/collection/search/7373,https://www.wikidata.org/wiki/Q116342591
345037,False,Drawings and Prints,1925.0,Book,Della puritá della conscientia & deli modo da confessari,,Thomas Aquinas,"Italian, 1225–1274","August 14, 1512",1512,1512,,,Florence,,http://www.metmuseum.org/art/collection/search/345037,
16977,True,The American Wing,2012.0,Dining table,Drop-leaf dining table,American,John Townsend,1732–1809,1756,1756,1756,"Mahogany, maple","Open: 28 3/4 x 62 1/4 x 58 1/4 in. (73 x 158.1 x 148 cm)
Closed: 28 3/4 x 17 1/2 x 58 1/4 in. (73 x 44.5 x 148 cm)",Newport,,http://www.metmuseum.org/art/collection/search/16977,https://www.wikidata.org/wiki/Q116327402
430642,True,Drawings and Prints,1963.0,Print,"The First Four Trombones, from The Apocalypse",,Hans Burgkmair; Silvan Otmar,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40",1523–24,1523,1524,Woodcut,Sheet: 6 3/8 × 5 1/8 in. (16.2 × 13 cm),Augsburg,"Trombones, Apocalypse",http://www.metmuseum.org/art/collection/search/430642,
361861,False,Drawings and Prints,1995.0,Book,The History of Japan: Giving an Account of the Antient [sic] and Present State and Government of That Empire...,,"John Gaspar Scheuchzer; Thomas Woodward; G. King; C. Moore; Gerard Vandergucht; John Gaspar Scheuchzer; John Gaspar Scheuchzer; George II, King of Great Britain and Ireland; Charles Davis; Engelbert Kaempfer","British (born Switzerland), Zürich 1702–1729 Chelsea|London|British, active 1732–49|British, active 1768–1773|British, London 1696–1776 London|British (born Switzerland), Zürich 1702–1729 Chelsea|British (born Switzerland), Zürich 1702–1729 Chelsea|Hanover 1683–1760 London|London|German, Lemgo, Westphalia 1651–1716 Lemgo, Westphalia",1728,1728,1728,Illustrations: copper plates,14 1/8 x 9 9/16 x 1 9/16 in. (35.9 x 24.3 x 4 cm),London,,http://www.metmuseum.org/art/collection/search/361861,
1476,True,The American Wing,1933.0,Caster,Caster,American,Mark Nelson,1733–1787,1750–70,1750,1770,Silver,"Overall: 5 x 1 15/16 in. (12.7 x 4.9 cm); 3 oz. 6 dwt. (102.5 g)
Foot: Diam. 1 3/4 in. (4.4 cm)
Body: H. 2 13/16 in. (7.1 cm); 2 oz. 6 dwt (71.7 g)
Cover: H. 2 7/16 in. (6.2 cm); 1 oz. (30.8 g)",Portsmouth,,http://www.metmuseum.org/art/collection/search/1476,https://www.wikidata.org/wiki/Q116372182
6657,True,The American Wing,1940.0,Porringer,Porringer,American,William Billings,ca. 1768–1813,1791–1806,1791,1806,Pewter,1 5/8 x 7 1/8 x 5 in. (4.1 x 18.1 x 12.7 cm),Providence,,http://www.metmuseum.org/art/collection/search/6657,https://www.wikidata.org/wiki/Q116359478
845711,True,The Libraries,,,"A catalogue of the library of the late John, Duke of Roxburghe : arranged by G. and W. Nicol ; which will be sold by auction ... on Monday, 18th May, 1812, and the forty-one following days, Sundays excepted ... by Robert H. Evans",,John Ker Roxburghe; Robert Harding Evans; G. and W. Nicol; William Bulmer & Co.,"|British, 1778–1857|London|London",1812,1812,1812,,"xxiv, 284 pages, i.e. 283 unnumbered pages : map; Height: 9 13/16 in. (25 cm)",London,,http://www.metmuseum.org/art/collection/search/845711,
435325,False,Drawings and Prints,1918.0,"Print collection ornament, architecture","Frieze with a flying female figure amidst rinceaux, from Frises et différents ornements à l'italienne, plate 2, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Jean Le Pautre; Charles Antoine Jombert; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris",1751,1751,1751,Etching,"Sheet: 8 1/4 × 12 3/8 in. (21 × 31.5 cm)
Plate: 6 1/4 × 9 in. (15.8 × 22.8 cm)",Paris,,http://www.metmuseum.org/art/collection/search/435325,
505461,True,Musical Instruments,1984,Violoncello,Violoncello,French,Jean Baptiste Vuillaume,"French, Mirecourt 1798–1875 Paris",mid-19th century,1840,1860,Spruce and maple,Body L.: 75.5 cm (29-1/2 in.); Upper bouts: 34.2 cm (13-1/2 in.) Middle bouts; 23.6 cm (9-1/2 in.; Lower bouts: 43.9 cm (17-1/2 in.),Paris,,http://www.metmuseum.org/art/collection/search/505461,https://www.wikidata.org/wiki/Q29385704
643642,False,Drawings and Prints,1948.0,Print,"Legislator in profile, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 2",,baron Dominique Vivant Denon; A. Barrand,"French, Givry 1747–1825 Paris|",1873,1873,1873,Lithograph,"Plate: 6 11/16 × 3 15/16 in. (17 × 10 cm)
Sheet: 15 7/16 × 11 1/4 in. (39.2 × 28.5 cm)",Paris,,http://www.metmuseum.org/art/collection/search/643642,
668768,False,The American Wing,2022.0,Pitcher,Pitcher,American,New England Pottery Company,1876–1914,ca. 1886–90,1881,1891,"White graniteware, slip-cast in lobed form with alternating",ca. 8 1/4 in. (21 cm),East Boston,,http://www.metmuseum.org/art/collection/search/668768,
344111,True,Drawings and Prints,1926.0,Book,Various Plates of Grotesques from Three Series,,Cornelis Floris II; Hieronymus Cock; Johannes van Doetecum I; Lucas van Doetecum,"Netherlandish, Antwerp before 1514–1575 Antwerp|Netherlandish, Antwerp ca. 1510–1570 Antwerp|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589",1554–57,1554,1557,Etching,14 7/16 x 11 7/16 x 5/16 in.  (36.6 x 29 x 0.8 cm),Antwerp,"Grotesques, Ornament",http://www.metmuseum.org/art/collection/search/344111,
371830,False,Drawings and Prints,1941.0,Book,"Architecture, ou, Art de bien bastir de Marc Vitruve Pollion, autheur romain antique; mis de latin en francoys par Ian Martin",,Marcus Pollio Vitruvius; Jacque Gazeau; Jean Martin; Jean Goujon; Veuue & Heritiers of Jean Barbé,"Roman, active late 1st century BCE|French, active 16th century|French, died 1553|French, ca. 1510–ca. 1565 Bologna (?)|French",1547,1547,1547,Printed books with woodcut illustrations,Overall: 14 x 9 3/4 x 1 7/8 in. (35.6 x 24.7 x 4.7 cm),Paris,,http://www.metmuseum.org/art/collection/search/371830,
8084,True,The American Wing,1968.0,Table,Table,American,Léon Marcotte,1824–1887,ca. 1860,1857,1860,"Oak, poplar, walnut, pearwood or applewood veneer",30 1/4 x 53 3/4 x 35 in. (76.8 x 136.5 x 88.9 cm),New York,,http://www.metmuseum.org/art/collection/search/8084,https://www.wikidata.org/wiki/Q116341308
687920,False,Drawings and Prints,1922.0,"Book, periodical","Les Artistes Anciens et Modernes, Volume X",,Léon Mariani; Bertauts; Eugène Leroux; Adolphe Mouilleron; Célestin Nanteuil; Jules Didier; Alexandre Bida; François-Louis Français; Edouard Bertin; Achille-Louis-Joseph Sirouy; Edmond Hédouin; Henri-Charles-Antoine Baron,"French, active 1860–73| |French, Caen 1807–1863 Paris|French, Paris 1820–1881 Paris|French (born Italy), Rome 1813–1873 Bourron-Marlotte|French, Paris 1831–1914|French, Toulouse 1813–1895 Bühl|French, Plombières-les-Bains 1814–1897 Plombières-les-Bains|French, Paris 1797–1871 Paris|French, Beauvais 1834–1904 Paris|French, Boulogne-sur-Mer 1820–1889 Paris|French, Besançon 1816–1885 Geneva",1848–62,1848,1862,Periodical with lithographs,17 5/8 × 12 3/8 × 3/4 in. (44.8 × 31.4 × 1.9 cm),Paris,,http://www.metmuseum.org/art/collection/search/687920,
311552,False,Arts of Africa  Oceania  and the Americas,1978.0,Spear,Spear,Asmat people,Jewer,,mid-20th century,1900,2000,"Wood, feathers, seeds, fiber, paint",H. 4 3/4 x W. 119 in. (12.1 x 302.3 cm),Omadesep village,Spears,http://www.metmuseum.org/art/collection/search/311552,
659633,False,Drawings and Prints,1952.0,Print,"Centaures D'aprés un Basrelief antique, from Les Plus Beaux Monuments de Rome Ancienne ou Recueil des plus beaux Morceaux de l'Antiquité Romaine qui existent encore",,Jean Barbault; Bouchard & Gravier; Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome|",1761,1761,1761,Engraving,Plate: 7 11/16 × 7 13/16 in. (19.5 × 19.9 cm),Rome,,http://www.metmuseum.org/art/collection/search/659633,
32217,True,Arms and Armor,1932.0,Waist lame,Waist Lame,"German, Landshut",Wolfgang Grosschedel; Franz Grosschedel,"German, Landshut, active ca. 1517–62|German, Landshut, recorded 1555–79",ca. 1555–60,1530,1585,Steel,H. 2 1/2 in. (6.4 cm); W. 13 in. (33 cm); Wt. 3 oz. (85 g),Landshut,,http://www.metmuseum.org/art/collection/search/32217,
2851,False,The American Wing,1948.0,Cup and saucer,Cup and Saucer,German,Koenigliche Porzellan Manufaktur,"German, founded 1763",ca. 1844–47,1841,1847,Porcelain,"Cup: H. 3 5/8 in. (9.2 cm)
Saucer: Diam. 5 3/4 in. (14.6 cm)",Berlin,,http://www.metmuseum.org/art/collection/search/2851,
9335,True,The American Wing,1969.0,Vase,Vase,American,Grueby Faience Company; Ruth Erikson (working 1899 - 1910),1894–ca. 1911|active 1899–1910,1899–1910,1899,1910,Earthenware,H. 11 in. (27.9 cm); Diam. 6 in. (15.2 cm),Boston,,http://www.metmuseum.org/art/collection/search/9335,https://www.wikidata.org/wiki/Q83560116
427900,False,Drawings and Prints,1961.0,"Prints Collection Ornament, Architecture","Copy of Design for a Vase with Britannia, from Vasses de la Maison Royalle de L'oo",,Daniel Marot the Elder; Benthemensus,"French, Paris 1661–1752 The Hague|",after 1703,1703,1800,"Engraving, etching in red-brown ink","Plate: 12 3/16 × 7 9/16 in. (31 × 19.2 cm)
Sheet: 9 3/4 × 6 9/16 in. (24.7 × 16.7 cm)",Amsterdam,,http://www.metmuseum.org/art/collection/search/427900,
247,True,The American Wing,1968.0,Armchair,Armchair,American,John Jelliff,1813–1893,1868–70,1868,1870,"Rosewood, ash, mother-of-pearl",44 1/2 x 28 1/2 x 29 3/8 in. (113 x 72.4 x 74.6 cm),Newark,,http://www.metmuseum.org/art/collection/search/247,https://www.wikidata.org/wiki/Q83560008
3520,True,The American Wing,1946.0,Egg cup,Egg Cup,American,Adams and Company,,1870–80,1870,1880,Pressed yellow glass,H. 4 1/4 in. (10.8 cm); Diam. 2 3/4 in. (7 cm),Pittsburgh,,http://www.metmuseum.org/art/collection/search/3520,https://www.wikidata.org/wiki/Q116370390
889362,False,The Libraries,,,Never forget / Yéil Ya-Tseen = Nicholas Galanin,,Minor Matters Books; Nicholas Galanin,"|Tlingit and Unangax̂born, born Sitka, Alaska, 1979",2021,2021,2021,,1 volume (unpaged) : color illustrations ; Height: 11 in. (28 cm),Seattle,,http://www.metmuseum.org/art/collection/search/889362,
478980,True,Medieval Art,1949.0,Plaque,Plaque with the Crucifixion,French,Nardon Pénicaud,"French, 1470–1542/43",late 15th–early 16th century,1475,1525,Enamel on copper,"Overall: 8 5/16 x 7 5/16 x 1/16 in. (21.2 x 18.6 x 0.2 cm)
Framed: 9 3/16 x 8 1/16 x 7/16 in. (23.4 x 20.5 x 1.1 cm)",Limoges,"Christ, Crucifixion, Horses",http://www.metmuseum.org/art/collection/search/478980,
373627,False,Drawings and Prints,1941.0,Book,L'architecture de Vitruve,,Charles L. Maufras; Charles Louis Fleury Panckoucke; Marcus Pollio Vitruvius,"French|French, 1780–1844|Roman, active late 1st century BCE",1847,1847,1847,Printed book with illustrations,Overall: 8 9/16 x 5 3/8 x 1 5/16 in. (21.7 x 13.7 x 3.4 cm),Paris,,http://www.metmuseum.org/art/collection/search/373627,
659616,False,Drawings and Prints,1918.0,"Books Prints Ornament, Architecture","Esemplario di Lauori..., page 23 (recto)",,Florio Vavassore; Giovanni Andrea Vavassore,"Italian, active 16th century|Italian, active Venice 1530–1573","August 1, 1532",1532,1532,Woodcut,Overall: 8 7/16 x 6 5/16 in. (21.5 x 16 cm),Venice,,http://www.metmuseum.org/art/collection/search/659616,
742605,False,Drawings and Prints,2016.0,"Book Ornament, Architecture","The Twenty Styles of Architecture, Illustrated by Plates of the Finest Edifices of the World",,Wallace Wood,"American, active second half 19th century",1881,1881,1881,Lithographs,11 1/8 × 7 7/8 × 1 3/16 in. (28.2 × 20 × 3 cm),London,,http://www.metmuseum.org/art/collection/search/742605,
787698,True,Drawings and Prints,1959.0,Print,A Bonnet Shop,,Thomas Rowlandson; Thomas Tegg,"British, London 1757–1827 London|British, London 1776–1846 London","May 15, 1810",1810,1810,Hand-colored etching,"Plate: 13 11/16 × 9 5/8 in. (34.7 × 24.5 cm)
Sheet: 14 7/16 × 10 5/16 in. (36.6 × 26.2 cm)",London,"Satire, Men, Women",http://www.metmuseum.org/art/collection/search/787698,https://www.wikidata.org/wiki/Q97852875
716894,False,The American Wing,2019.0,Vase,Covered vase on stand with teasel,American,Adelaide Alsop Robineau,"American, Middletown, Connecticut, 1865–1929 Syracuse, New York",1912,1912,1912,Porcelain,H. 5 in.,Syracuse,,http://www.metmuseum.org/art/collection/search/716894,https://www.wikidata.org/wiki/Q98225193
894673,False,Drawings and Prints,1924,Print,The Unlucky Loss of the French Warships Quebec and Surveillant – Etat Malheureux du Quebeck et Surveillant Vais de Guerre,,Richard Paton; Balthasar Friedrich Leizel,"British, 1717–1791|German, active 1751–1800",ca. 1779,1774,1784,Hand-colored etching and engraving,"Plate: 11 7/8 × 16 1/4 in. (30.2 × 41.2 cm)
Sheet: 12 3/16 × 16 1/2 in. (31 × 41.9 cm)",Augsburg,,http://www.metmuseum.org/art/collection/search/894673,
344637,False,Drawings and Prints,1941.0,"Book, Ornament and architecture",I dieci libri de l'architettura di Leon Battista de gli Alberti Fiorentino,,Leon Battista Alberti; Vincenzo Vaugris; Pietro Lauro; Bonifacio Bevilacqua,"Italian, Genoa 1404–1472 Rome| |Italian, ca. 1510–ca. 1568|Italian",1546,1546,1546,Printed book with woodcut printer's device,"6 7/8 x 4 5/8 x 1 3/8 in. (17.5 x 11.7 x 3.5 cm)
Box: 7 3/16 x 4 13/16 x 1 5/8 in. (18.2 x 12.2 x 4.1 cm)",Venice,,http://www.metmuseum.org/art/collection/search/344637,
1336,True,The American Wing,1910.0,Candlestick,Candlestick,American,United States Pottery Company,1852–58,1849–58,1849,1858,Mottled brown earthenware,H. 7 5/8 in. (19.4 cm),Bennington,,http://www.metmuseum.org/art/collection/search/1336,https://www.wikidata.org/wiki/Q116372369
640289,False,Drawings and Prints,1948.0,Print,"Man blowing on charcoal, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",,baron Dominique Vivant Denon; A. Barrand; Giulio Clovio,"French, Givry 1747–1825 Paris| |Italian, Brizane 1498–1578 Rome",1873,1873,1873,Lithograph,"Plate: 3 9/16 × 4 1/16 in. (9 × 10.3 cm)
Sheet: 15 3/8 × 11 1/4 in. (39 × 28.5 cm)",Paris,,http://www.metmuseum.org/art/collection/search/640289,
431784,False,Drawings and Prints,1933.0,"Print collection ornament, architecture","A grotto of arcades topped with a terrace, from Grottes et fontaines de jardins à l'italienne, plate 4, bound in Oeuvres. Vol. II",,Jean Le Pautre; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris",17th century,1633,1682,Etching; second state of two (Préaud),"Sheet: 13 3/8 × 8 1/16 in. (34 × 20.5 cm)
Plate: 6 5/16 × 9 1/2 in. (16 × 24.2 cm)",Paris,,http://www.metmuseum.org/art/collection/search/431784,
344938,False,Drawings and Prints,1986.0,Book,Fairy Tales,,Arthur Rackham; Hans Christian Andersen; Arthur Rackham; R. & R. Clark; George G. Harrap & Co. Ltd.,"British, London 1867–1939 Limpsfield, Surrey|Danish, Odense 1805–1875 Copenhagen|British, London 1867–1939 Limpsfield, Surrey|Edinburgh|London",1932,1932,1932,Illustrations: photomechanical process,9 3/4 x 7 3/8 x 1 1/8 in. (24.8 x 18.7 x 2.9 cm),London,,http://www.metmuseum.org/art/collection/search/344938,
351556,False,Drawings and Prints,1952.0,"Book, facsimile","The Cabinet-Maker and Upholsterer's Guide; Or, Repository of Designs for Every Article of Household Furniture",,"A. Hepplewhite & Co.; B. T. Batsford, Ltd.; I. & J. Taylor","British, 18th century|British, founded London 1843|London",1897 [copy of 1794 original],1794,1897,Facsimile reprint,14 13/16 x 10 7/8 x 2 7/16 in. (37.7 x 27.6 x 6.2 cm),London,,http://www.metmuseum.org/art/collection/search/351556,
661158,True,Drawings and Prints,1953.0,"Books Prints Ornament, Architecture","Prima parte de' fiori, page 12 (recto)",,Giovanni Battista Ciotti; Nicolo Moretti; Francesco de' Franceschi,"Italian, born Siena, ca. 1560| |Italian, active 16th century",1591,1591,1591,Woodcut,Overall: 6 11/16 x 9 1/16 in. (17 x 23 cm),Venice,Ornament,http://www.metmuseum.org/art/collection/search/661158,
430672,True,Drawings and Prints,1963.0,Print,"Recto of Sheet with The Clothing of the Elect, from The Apocalypse",,Hans Burgkmair; Silvan Otmar,"German, Augsburg 1473–1531 Augsburg|German, active Augsburg, 1513–40",1523–24,1523,1524,Woodcut,Sheet: 6 7/16 × 5 1/16 in. (16.3 × 12.9 cm),Augsburg,Apocalypse,http://www.metmuseum.org/art/collection/search/430672,
341780,True,Drawings and Prints,1945.0,Book,"Pompa Introitus Honori .. Ferdinandi Austriaci ... "" (Entry of Cardinal-Infante Ferdinand into Antwerp, April 17, 1635)",,Jan Caspar Gevaerts; Peter Paul Rubens; Jacob Neeffs; Theodoor van Thulden; Theodoor van Thulden,"Flemish, 1593–1666|Flemish, Siegen 1577–1640 Antwerp|Flemish, Antwerp 1610–after 1660 Antwerp|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch|Flemish, 's-Hertogenbosch 1606–1669 's-Hertogenbosch",1642,1642,1642,Engraving,22 3/16 x 17 5/16 x 11/16 in.  (56.3 x 44 x 1.7 cm),"Antwerp, n.d.","Soldiers, Men, Women, Dragons, Horses",http://www.metmuseum.org/art/collection/search/341780,
311449,False,Arts of Africa  Oceania  and the Americas,1978.0,Drum,Drum,Asmat people,Danaskat,,mid-20th century,1900,2000,"Wood, lizard skin, fiber",H. 37 3/4 in. (95.9 cm),Omadesep village,,http://www.metmuseum.org/art/collection/search/311449,
4092,True,The American Wing,1968.0,Goblet,Goblet,American,New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",1855–70,1855,1870,Free-blown silvered glass,H. 7 9/16 in. (19.2 cm); Diam. 4 1/8 in. (10.5 cm),East Cambridge,,http://www.metmuseum.org/art/collection/search/4092,https://www.wikidata.org/wiki/Q116367479
503615,True,Musical Instruments,2003,Bassoon,Bassoon,Italian,Giosue Esposito,"Naples, active late 19th century",1881,1881,1881,"Maple, nickel-silver","51 3/4 × 3 1/2 × 2 in. (131.4 × 8.9 × 5.1 cm)
Width (With bocal): 11 in. (27.9 cm)",Naples,,http://www.metmuseum.org/art/collection/search/503615,https://www.wikidata.org/wiki/Q29385647
433120,False,Drawings and Prints,1949.0,Print,"A soldier molding the match into the right shape, from the Musketeers series, plate 9, in Waffenhandlung von den Rören Musquetten undt Spiessen / Wapenhandelinghe van Roers Musquetten ende Spiessen (The Exercise of Arms)",,Jacques de Gheyn II; Jacques de Gheyn II; Robert Willemsz de Baudous,"Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, 1574/5–1659",published 1608,1608,1608,Engraving; second state of three (New Hollstein),Sheet: 10 7/16 × 7 3/8 in. (26.5 × 18.7 cm),The Hague,,http://www.metmuseum.org/art/collection/search/433120,
4444,False,The American Wing,1962.0,Inkwell,Inkwell,American,Louis C. Tiffany; Tiffany Studios,"American, New York 1848–1933 New York|1902–32",ca. 1910–20,1907,1920,"Favrile glass, bronze",H. 3 9/16 in. (9 cm); Diam. 4 in. (10.2 cm),New York,,http://www.metmuseum.org/art/collection/search/4444,https://www.wikidata.org/wiki/Q116373312
622970,False,Drawings and Prints,1918.0,"Print collection ornament, architecture","Ceiling decoration with a satyr approaching a sleeping nymph, from Plafonds modernes, plate 5, in A Bound Collection of Print Series Including Cheminées et Lambris, Alcoves à la Romaine, Feuillages et autres ornemens..., etc.",,Jean Le Pautre; Charles Antoine Jombert; Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, 1712–1784|French, Paris 1634–1716 Paris",1751,1751,1751,Etching; second state of two (Préaud),"Sheet: 8 1/4 × 12 3/8 in. (21 × 31.5 cm)
Plate: 5 1/4 × 7 5/8 in. (13.3 × 19.4 cm)",Paris,,http://www.metmuseum.org/art/collection/search/622970,
390524,True,Drawings and Prints,1920.0,Drawing Ornament and Architecture,"Frames for Marble Slabs, in Chippendale Drawings, Vol. I",,Thomas Chippendale,"British, baptised Otley, West Yorkshire 1718–1779 London",1760,1760,1760,"Black ink, gray wash",sheet: 8 1/2 x 12 3/4 in. (21.7 x 32.4 cm),London,Ornament,http://www.metmuseum.org/art/collection/search/390524,
351725,False,Drawings and Prints,1922.0,Book,Plusieurs Models...en l'Art d'Arquebuzerie...,,C. Jacquinet; Thuraine; Le Hollandois,"French, Paris, active mid-17th century|French, Paris, active mid-17th century|French, Paris, active mid-17th century",1660,1660,1660,Engraving,Overall: 8 11/16 x 10 7/16 x 1/2 in. (22 x 26.5 x 1.2 cm),Paris,,http://www.metmuseum.org/art/collection/search/351725,
5891,True,The American Wing,1946.0,Pitcher,Pitcher,American,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",1883–90,1883,1890,Blown overshot glass,H. 11 in. (27.9 cm),Sandwich,,http://www.metmuseum.org/art/collection/search/5891,https://www.wikidata.org/wiki/Q116356724
19915,False,The American Wing,2018.0,Vase,Vase,American,Frederick E. Walrath,1870–1921,ca. 1908–15,1905,1918,Earthenware,13 5/8 x 6 in. (34.6 x 15.2 cm),Rochester,,http://www.metmuseum.org/art/collection/search/19915,https://www.wikidata.org/wiki/Q116393689
5638,True,The American Wing,1968.0,Pier table,Pier Table,American,D. Phyfe & Son; Duncan Phyfe & Sons; Duncan Phyfe,"1840–1847|1837–1840, active New York|American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York",1835–40,1835,1840,"Mahogany, marble, glass",35 7/8 x 42 1/4 x 18 7/8 in. (91.1 x 107.3 x 47.9 cm),New York,,http://www.metmuseum.org/art/collection/search/5638,https://www.wikidata.org/wiki/Q116392326
350436,False,Drawings and Prints,1968.0,Book,Toi et Moi,,Paul Géraldy; Edouard Vuillard; Georges Crès et Cie.,"French, 1885–1983|French, Cuiseaux 1868–1940 La Baule|",1917,1917,1917,,Overall: 7 3/4 x 5 3/4 x 3/4 in. (19.7 x 14.6 x 1.9 cm),Paris,,http://www.metmuseum.org/art/collection/search/350436,
349950,False,Drawings and Prints,1970.0,Book,"Official Catalogue 1900, Doors, Glazed Sash, Blinds, Mouldings",,Foster-Munger Co.,"Chicago, Illinois",1900,1900,1900,,8 5/8 x 5 3/4 in. (21.9 x 14.6 cm),Chicago,,http://www.metmuseum.org/art/collection/search/349950,
8143,True,The American Wing,1924.0,Spoon,Table Spoon,American,Jonathon Reed,active ca. 1730–42,1720–30,1720,1730,Silver,L. 7 3/8 in. (18.7 cm),Boston,,http://www.metmuseum.org/art/collection/search/8143,https://www.wikidata.org/wiki/Q116339059
349558,False,Drawings and Prints,1923.0,Book,Theorica et Pratica. . .de modo Scribendi,,Sigismundo Fanti; Johannes Rubeus Vercellensis; Ugo da Carpi,"Italian, born Ferrara, active Venice 16th century|Italian, active 16th century|Italian, Carpi ca. 1480–1532 Bologna","December 1, 1514",1514,1514,plates: woodcut,Overall: 8 1/4 x 6 1/8 x 13/16 in. (21 x 15.5 x 2 cm),Venice,,http://www.metmuseum.org/art/collection/search/349558,
390353,True,Drawings and Prints,2018.0,Print,Architectural View with an Arch,,Antonio Maria Visentini; François Vivares,"Italian, Venice 1688–1782 Venice|French, Saint-Jean-du-Bruel 1709–1780 London",1740,1740,1740,Etching,sheet: 11 9/16 x 5 15/16 in. (29.4 x 15.1 cm),London,,http://www.metmuseum.org/art/collection/search/390353,
682012,True,The Libraries,,,Epistole eroiche di P. Ovidio Nasone,,Ovid; Carlo Gregori; Durand; Giovan Stefano Conti; Remigio Nannini,"Roman, Sulmo 43 BCE–17 CE Tomis, Moesia|Italian, Florence 1719–1759 Florence|French, 18th century|Italian, 1720–1791|Italian, 1521?–?1581",1762,1762,1762,,"xii, 323 pages: portraits; Height: 8 1/4 in. (21 cm)",Paris,,http://www.metmuseum.org/art/collection/search/682012,https://www.wikidata.org/wiki/Q29388357
